DP,DPNOM,DPMP,MPIO,Pop_2005
52,Nariño,52254,El Peñol,6851
52,Nariño,52256,El Rosario,11368
52,Nariño,52258,El Tablón de Gómez,13991
52,Nariño,52260,El Tambo,14146
52,Nariño,52287,Funes,6991
52,Nariño,52317,Guachucal,16837
52,Nariño,52320,Guaitarilla,13712
52,Nariño,52323,Gualmatán,5673
52,Nariño,52352,Iles,7836
52,Nariño,52354,Imués,7492
52,Nariño,52356,Ipiales,109116
52,Nariño,52378,La Cruz,17630
52,Nariño,52381,La Florida,11423
52,Nariño,52385,La Llanada,6544
52,Nariño,52390,La Tola,8408
52,Nariño,52399,La Unión,27914
52,Nariño,52405,Leiva,11785
52,Nariño,52411,Linares,11821
52,Nariño,52418,Los Andes,16249
52,Nariño,52427,Magüi,16394
52,Nariño,52435,Mallama,9286
52,Nariño,52473,Mosquera,11995
52,Nariño,52480,Nariño,4183
52,Nariño,52490,Olaya Herrera,27359
52,Nariño,52506,Ospina,8221
52,Nariño,52520,Francisco Pizarro,11029
52,Nariño,52540,Policarpa,13785
52,Nariño,52560,Potosí,13152
52,Nariño,52565,Providencia,11699
52,Nariño,52573,Puerres,8979
52,Nariño,52585,Pupiales,18404
52,Nariño,52612,Ricaurte,14904
52,Nariño,52621,Roberto Payán,16892
52,Nariño,52678,Samaniego,50437
52,Nariño,52683,Sandoná,25220
52,Nariño,52685,San Bernardo,14261
52,Nariño,52687,San Lorenzo,18398
52,Nariño,52693,San Pablo,18103
52,Nariño,52694,San Pedro de Cartago,7051
52,Nariño,52696,Santa Bárbara,15332
52,Nariño,52699,Santacruz,20670
52,Nariño,52720,Sapuyes,7473
52,Nariño,52786,Taminango,17218
52,Nariño,52788,Tangua,10892
52,Nariño,52835,San Andres de Tumaco,160034
52,Nariño,52838,Túquerres,41380
52,Nariño,52885,Yacuanquer,9965
54,Norte de Santander,54001,Cúcuta,587676
54,Norte de Santander,54003,Abrego,34492
54,Norte de Santander,54051,Arboledas,9270
54,Norte de Santander,54099,Bochalema,6583
54,Norte de Santander,54109,Bucarasica,4561
54,Norte de Santander,54125,Cácota,2583
54,Norte de Santander,54128,Cachirá,10619
54,Norte de Santander,54172,Chinácota,14784
54,Norte de Santander,54174,Chitagá,10179
54,Norte de Santander,54206,Convención,16605
54,Norte de Santander,54223,Cucutilla,8447
54,Norte de Santander,54239,Durania,4289
54,Norte de Santander,54245,El Carmen,16377
54,Norte de Santander,54250,El Tarra,10772
54,Norte de Santander,54261,El Zulia,20309
54,Norte de Santander,54313,Gramalote,6329
54,Norte de Santander,54344,Hacarí,10121
54,Norte de Santander,54347,Herrán,4501
54,Norte de Santander,54377,Labateca,5852
54,Norte de Santander,54385,La Esperanza,10953
54,Norte de Santander,54398,La Playa,8395
54,Norte de Santander,54405,Los Patios,67281
54,Norte de Santander,54418,Lourdes,3448
54,Norte de Santander,54480,Mutiscua,3907
54,Norte de Santander,54498,Ocaña,90517
54,Norte de Santander,54518,Pamplona,53147
54,Norte de Santander,54520,Pamplonita,4792
54,Norte de Santander,54553,Puerto Santander,8720
54,Norte de Santander,54599,Ragonvalia,6800
54,Norte de Santander,54660,Salazar,9451
54,Norte de Santander,54670,San Calixto,12581
54,Norte de Santander,54673,San Cayetano,4493
54,Norte de Santander,54680,Santiago,2679
54,Norte de Santander,54720,Sardinata,22733
54,Norte de Santander,54743,Silos,5284
54,Norte de Santander,54800,Teorama,17523
54,Norte de Santander,54810,Tibú,34773
54,Norte de Santander,54820,Toledo,17272
54,Norte de Santander,54871,Villa Caro,5044
54,Norte de Santander,54874,Villa del Rosario,69833
63,Quindio,63001,Armenia,280930
63,Quindio,63111,Buenavista,3086
63,Quindio,63130,Calarca,73741
63,Quindio,63190,Circasia,27442
63,Quindio,63212,Córdoba,5434
63,Quindio,63272,Filandia,12921
63,Quindio,63302,Génova,9634
63,Quindio,63401,La Tebaida,33504
63,Quindio,63470,Montenegro,39874
63,Quindio,63548,Pijao,6683
63,Quindio,63594,Quimbaya,34056
63,Quindio,63690,Salento,7247
66,Risaralda,66001,Pereira,443554
66,Risaralda,66045,Apía,17514
66,Risaralda,66075,Balboa,6353
66,Risaralda,66088,Belén de Umbría,27717
66,Risaralda,66170,Dosquebradas,179301
66,Risaralda,66318,Guática,15752
66,Risaralda,66383,La Celia,8761
66,Risaralda,66400,La Virginia,31261
66,Risaralda,66440,Marsella,21457
66,Risaralda,66456,Mistrató,15166
66,Risaralda,66572,Pueblo Rico,11975
66,Risaralda,66594,Quinchía,33318
66,Risaralda,66682,Santa Rosa de Cabal,69960
66,Risaralda,66687,Santuario,15420
68,Santander,68001,Bucaramanga,516512
68,Santander,68013,Aguada,2117
68,Santander,68020,Albania,4473
68,Santander,68051,Aratoca,8395
68,Santander,68077,Barbosa,26046
68,Santander,68079,Barichara,7651
68,Santander,68081,Barrancabermeja,190058
68,Santander,68092,Betulia,5350
68,Santander,68101,Bolívar,13996
68,Santander,68121,Cabrera,1924
68,Santander,68132,California,1793
68,Santander,68147,Capitanejo,6152
68,Santander,68152,Carcasí,5200
68,Santander,68160,Cepitá,2022
68,Santander,68162,Cerrito,6319
68,Santander,68167,Charalá,11422
68,Santander,68169,Charta,3142
68,Santander,68176,Chima,3338
68,Santander,68179,Chipatá,5151
68,Santander,68190,Cimitarra,34293
68,Santander,68207,Concepción,5908
68,Santander,68209,Confines,2753
68,Santander,68211,Contratación,4021
68,Santander,68217,Coromoro,7376
68,Santander,68229,Curití,11464
68,Santander,68235,El Carmen de Chucurí,18098
68,Santander,68245,El Guacamayo,2303
68,Santander,68250,El Peñón,5600
68,Santander,68255,El Playón,13148
68,Santander,68264,Encino,2711
68,Santander,68266,Enciso,3989
68,Santander,68271,Florián,6378
68,Santander,68276,Floridablanca,254683
68,Santander,68296,Galán,2992
68,Santander,68298,Gambita,5168
68,Santander,68307,Girón,135791
68,Santander,68318,Guaca,6916
68,Santander,68320,Guadalupe,5596
68,Santander,68322,Guapotá,2271
68,Santander,68324,Guavatá,4402
68,Santander,68327,Güepsa,4285
68,Santander,68344,Hato,2401
68,Santander,68368,Jesús María,3455
68,Santander,68370,Jordán,1164
68,Santander,68377,La Belleza,8462
68,Santander,68385,Landázuri,15192
68,Santander,68397,La Paz,5611
68,Santander,68406,Lebríja,30980
68,Santander,68418,Los Santos,10977
68,Santander,68425,Macaravita,2753
68,Santander,68432,Málaga,18706
68,Santander,68444,Matanza,5840
68,Santander,68464,Mogotes,10952
68,Santander,68468,Molagavita,5764
68,Santander,68498,Ocamonte,4984
68,Santander,68500,Oiba,10983
68,Santander,68502,Onzaga,5707
68,Santander,68522,Palmar,2883
68,Santander,68524,Palmas del Socorro,2443
68,Santander,68533,Páramo,3671
68,Santander,68547,Piedecuesta,117364
68,Santander,68549,Pinchote,4420
68,Santander,68572,Puente Nacional,14538
68,Santander,68573,Puerto Parra,6514
68,Santander,68575,Puerto Wilches,31503
68,Santander,68615,Rionegro,29382
68,Santander,68655,Sabana de Torres,19772
68,Santander,68669,San Andrés,9783
68,Santander,68673,San Benito,3907
68,Santander,68679,San Gil,43519
68,Santander,68682,San Joaquín,2948
68,Santander,68684,San José de Miranda,4855
68,Santander,68686,San Miguel,2683
68,Santander,68689,San Vicente de Chucurí,33267
68,Santander,68705,Santa Bárbara,2311
68,Santander,68720,Santa Helena del Opón,4473
68,Santander,68745,Simacota,8910
68,Santander,68755,Socorro,29076
68,Santander,68770,Suaita,10975
68,Santander,68773,Sucre,9256
68,Santander,68780,Suratá,3662
68,Santander,68820,Tona,6690
68,Santander,68855,Valle de San José,5315
68,Santander,68861,Vélez,19755
68,Santander,68867,Vetas,2349
68,Santander,68872,Villanueva,6978
68,Santander,68895,Zapatoca,9449
70,Sucre,70001,Sincelejo,237618
70,Sucre,70110,Buenavista,8962
70,Sucre,70124,Caimito,11048
70,Sucre,70204,Coloso,6214
70,Sucre,70215,Corozal,57756
70,Sucre,70221,Coveñas,11331
70,Sucre,70230,Chalán,4188
70,Sucre,70233,El Roble,9433
70,Sucre,70235,Galeras,17297
70,Sucre,70265,Guaranda,15498
70,Sucre,70400,La Unión,10346
70,Sucre,70418,Los Palmitos,19315
70,Sucre,70429,Majagual,31657
70,Sucre,70473,Morroa,12846
70,Sucre,70508,Ovejas,21658
70,Sucre,70523,Palmito,11361
70,Sucre,70670,Sampués,36481
70,Sucre,70678,San Benito Abad,22972
70,Sucre,70702,San Juan de Betulia,12378
70,Sucre,70708,San Marcos,50679
70,Sucre,70713,San Onofre,46383
70,Sucre,70717,San Pedro,16415
70,Sucre,70742,San Luis de Sincé,30648
70,Sucre,70771,Sucre,22463
70,Sucre,70820,Santiago de Tolú,28108
70,Sucre,70823,Tolú Viejo,18955
73,Tolima,73001,Ibagué,498401
73,Tolima,73024,Alpujarra,5174
73,Tolima,73026,Alvarado,8972
73,Tolima,73030,Ambalema,7674
73,Tolima,73043,Anzoátegui,16422
73,Tolima,73055,Armero,13064
73,Tolima,73067,Ataco,21942
73,Tolima,73124,Cajamarca,19789
73,Tolima,73148,Carmen de Apicalá,8394
73,Tolima,73152,Casabianca,6909
73,Tolima,73168,Chaparral,46712
73,Tolima,73200,Coello,9017
73,Tolima,73217,Coyaima,28056
73,Tolima,73226,Cunday,10689
73,Tolima,73236,Dolores,9164
73,Tolima,73268,Espinal,76226
73,Tolima,73270,Falan,9277
73,Tolima,73275,Flandes,27943
73,Tolima,73283,Fresno,31317
73,Tolima,73319,Guamo,34781
73,Tolima,73347,Herveo,9142
73,Tolima,73349,Honda,27310
73,Tolima,73352,Icononzo,11649
73,Tolima,73408,Lérida,19489
73,Tolima,73411,Líbano,42269
73,Tolima,73443,Mariquita,32933
73,Tolima,73449,Melgar,32774
73,Tolima,73461,Murillo,5075
73,Tolima,73483,Natagaima,23212
73,Tolima,73504,Ortega,33873
73,Tolima,73520,Palocabildo,9609
73,Tolima,73547,Piedras,5427
73,Tolima,73555,Planadas,29417
73,Tolima,73563,Prado,8761
73,Tolima,73585,Purificación,27873
73,Tolima,73616,Rioblanco,25636
73,Tolima,73622,Roncesvalles,6269
73,Tolima,73624,Rovira,21665
73,Tolima,73671,Saldaña,14990
73,Tolima,73675,San Antonio,15331
73,Tolima,73678,San Luis,19262
73,Tolima,73686,Santa Isabel,6565
73,Tolima,73770,Suárez,4519
73,Tolima,73854,Valle de San Juan,6178
73,Tolima,73861,Venadillo,18769
73,Tolima,73870,Villahermosa,11196
73,Tolima,73873,Villarrica,6226
76,Valle del Cauca,76001,Cali,2119908
76,Valle del Cauca,76020,Alcalá,17568
76,Valle del Cauca,76036,Andalucía,18136
76,Valle del Cauca,76041,Ansermanuevo,20692
76,Valle del Cauca,76054,Argelia,6693
76,Valle del Cauca,76100,Bolívar,15360
76,Valle del Cauca,76109,Buenaventura,328794
76,Valle del Cauca,76111,Guadalajara de Buga,116893
76,Valle del Cauca,76113,Bugalagrande,21601
76,Valle del Cauca,76122,Caicedonia,30947
76,Valle del Cauca,76126,Calima,15497
76,Valle del Cauca,76130,Candelaria,70296
76,Valle del Cauca,76147,Cartago,124831
76,Valle del Cauca,76233,Dagua,35270
76,Valle del Cauca,76243,El Águila,10689
76,Valle del Cauca,76246,El Cairo,9356
76,Valle del Cauca,76248,El Cerrito,54598
76,Valle del Cauca,76250,El Dovio,9548
76,Valle del Cauca,76275,Florida,56008
76,Valle del Cauca,76306,Ginebra,19268
76,Valle del Cauca,76318,Guacarí,31802
76,Valle del Cauca,76364,Jamundí,96993
76,Valle del Cauca,76377,La Cumbre,11122
76,Valle del Cauca,76400,La Unión,31798
76,Valle del Cauca,76403,La Victoria,14134
76,Valle del Cauca,76497,Obando,14380
76,Valle del Cauca,76520,Palmira,284470
76,Valle del Cauca,76563,Pradera,48843
76,Valle del Cauca,76606,Restrepo,15805
76,Valle del Cauca,76616,Riofrío,17376
76,Valle del Cauca,76622,Roldanillo,34698
76,Valle del Cauca,76670,San Pedro,15784
76,Valle del Cauca,76736,Sevilla,47872
76,Valle del Cauca,76823,Toro,15913
76,Valle del Cauca,76828,Trujillo,18667
76,Valle del Cauca,76834,Tuluá,187275
76,Valle del Cauca,76845,Ulloa,5745
76,Valle del Cauca,76863,Versalles,8270
76,Valle del Cauca,76869,Vijes,9787
76,Valle del Cauca,76890,Yotoco,15563
76,Valle del Cauca,76892,Yumbo,92192
76,Valle del Cauca,76895,Zarzal,40983
81,Arauca,81001,Arauca,75557
81,Arauca,81065,Arauquita,36745
81,Arauca,81220,Cravo Norte,3661
81,Arauca,81300,Fortul,21851
81,Arauca,81591,Puerto Rondón,3962
81,Arauca,81736,Saravena,42766
81,Arauca,81794,Tame,47576
85,Casanare,85001,Yopal,106822
85,Casanare,85010,Aguazul,28327
85,Casanare,85015,Chameza,1820
85,Casanare,85125,Hato Corozal,10091
85,Casanare,85136,La Salina,1310
85,Casanare,85139,Maní,11177
85,Casanare,85162,Monterrey,12751
85,Casanare,85225,Nunchía,8420
85,Casanare,85230,Orocué,7717
85,Casanare,85250,Paz de Ariporo,27146
85,Casanare,85263,Pore,7968
85,Casanare,85279,Recetor,2608
85,Casanare,85300,Sabanalarga,3434
85,Casanare,85315,Sácama,1706
85,Casanare,85325,San Luis de Palenque,7415
85,Casanare,85400,Támara,7118
85,Casanare,85410,Tauramena,16239
85,Casanare,85430,Trinidad,11478
85,Casanare,85440,Villanueva,21806
86,Putumayo,86001,Mocoa,35755
86,Putumayo,86219,Colón,5166
86,Putumayo,86320,Orito,43654
86,Putumayo,86568,Puerto Asís,55759
86,Putumayo,86569,Puerto Caicedo,14206
86,Putumayo,86571,Puerto Guzmán,22679
86,Putumayo,86573,Leguízamo,16044
86,Putumayo,86749,Sibundoy,13270
86,Putumayo,86755,San Francisco,6808
86,Putumayo,86757,San Miguel,21838
86,Putumayo,86760,Santiago,9209
86,Putumayo,86865,Valle del Guamuez,44959
86,Putumayo,86885,Villagarzón,20785
88,Archipiélago de San Andrés,88001,San Andrés,65627
88,Archipiélago de San Andrés,88564,Providencia,4927
91,Amazonas,91001,Leticia,37832
91,Amazonas,91263,El Encanto (CD),4376
91,Amazonas,91405,La Chorrera (CD),3337
91,Amazonas,91407,La Pedrera (CD),3711
91,Amazonas,91430,La Victoria (CD),979
91,Amazonas,91460,Miriti - Paraná (CD),1643
91,Amazonas,91530,Puerto Alegría (CD),1277
91,Amazonas,91536,Puerto Arica (CD),1440
91,Amazonas,91540,Puerto Nariño,6983
91,Amazonas,91669,Puerto Santander (CD),2373
91,Amazonas,91798,Tarapacá (CD),3775
94,Guainía,94001,Inírida,17866
94,Guainía,94343,Barranco Minas (CD),4384
94,Guainía,94663,Mapiripana (CD),3072
94,Guainía,94883,San Felipe (CD),1362
94,Guainía,94884,Puerto Colombia (CD),3753
94,Guainía,94885,La Guadalupe (CD),225
94,Guainía,94886,Cacahual (CD),1592
94,Guainía,94887,Pana Pana (CD),2224
94,Guainía,94888,Morichal (CD),752
95,Guaviare,95001,San José del Guaviare,53994
95,Guaviare,95015,Calamar,11183
95,Guaviare,95025,El Retorno,19063
95,Guaviare,95200,Miraflores,11311
97,Vaupés,97001,Mitú,28382
97,Vaupés,97161,Caruru,3242
97,Vaupés,97511,Pacoa (CD),4459
97,Vaupés,97666,Taraira,1048
97,Vaupés,97777,Papunaua (CD),879
97,Vaupés,97889,Yavaraté (CD),1269
99,Vichada,99001,Puerto Carreño,13288
99,Vichada,99524,La Primavera,10616
99,Vichada,99624,Santa Rosalía,3250
99,Vichada,99773,Cumaribo,28718
